"REF_DATE","GEO","DGUID","Toronto Stock Exchange Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","19987.23","","","","2"
"2022-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","19471.19","","","","2"
"2022-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20453.26","","","","2"
"2022-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20525.45","","","","2"
"2023-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20767.38","","","","2"
"2023-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20758.34","","","","2"
"2023-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20581.58","","","","2"
"2023-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20693.15","","","","2"
"2023-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20615.10","","","","2"
"2023-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20155.29","","","","2"
"2023-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20626.64","","","","2"
"2023-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20532.93","","","","2"
"2023-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, high","Index, 2000=1000","176","units","0","v122618","1.1","20622.34","","","","2"
"1976-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","955.10","","","","2"
"1976-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1041.17","","","","2"
"1976-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1052.06","","","","2"
"1976-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1049.68","","","","2"
"1976-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1067.87","","","","2"
"1976-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1055.55","","","","2"
"1976-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1041.31","","","","2"
"1976-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1042.99","","","","2"
"1976-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1028.40","","","","2"
"1976-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","973.41","","","","2"
"1976-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","920.10","","","","2"
"1976-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","927.60","","","","2"
"1977-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","986.43","","","","2"
"1977-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","998.55","","","","2"
"1977-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1013.99","","","","2"
"1977-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","994.03","","","","2"
"1977-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","979.36","","","","2"
"1977-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","981.24","","","","2"
"1977-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1030.42","","","","2"
"1977-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1003.30","","","","2"
"1977-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","989.78","","","","2"
"1977-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","961.04","","","","2"
"1977-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","965.74","","","","2"
"1977-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1017.38","","","","2"
"1978-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","998.19","","","","2"
"1978-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1002.57","","","","2"
"1978-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1006.30","","","","2"
"1978-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1052.22","","","","2"
"1978-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1082.61","","","","2"
"1978-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1120.47","","","","2"
"1978-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1118.23","","","","2"
"1978-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1195.46","","","","2"
"1978-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1250.69","","","","2"
"1978-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1215.84","","","","2"
"1978-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1210.21","","","","2"
"1978-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1270.09","","","","2"
"1979-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1315.82","","","","2"
"1979-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1347.62","","","","2"
"1979-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1386.00","","","","2"
"1979-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1451.32","","","","2"
"1979-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1445.80","","","","2"
"1979-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1527.63","","","","2"
"1979-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1533.68","","","","2"
"1979-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1555.93","","","","2"
"1979-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1661.84","","","","2"
"1979-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1521.12","","","","2"
"1979-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1573.23","","","","2"
"1979-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1700.09","","","","2"
"1980-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1789.38","","","","2"
"1980-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2018.68","","","","2"
"1980-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1702.51","","","","2"
"1980-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1784.48","","","","2"
"1980-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1801.54","","","","2"
"1980-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1981.19","","","","2"
"1980-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2088.77","","","","2"
"1980-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2177.07","","","","2"
"1980-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2238.76","","","","2"
"1980-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2213.02","","","","2"
"1980-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2210.62","","","","2"
"1980-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2188.83","","","","2"
"1981-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2197.41","","","","2"
"1981-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2151.44","","","","2"
"1981-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2167.76","","","","2"
"1981-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2306.43","","","","2"
"1981-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2246.78","","","","2"
"1981-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2327.46","","","","2"
"1981-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2238.30","","","","2"
"1981-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2164.33","","","","2"
"1981-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1812.48","","","","2"
"1981-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1828.85","","","","2"
"1981-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1869.01","","","","2"
"1981-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1928.29","","","","2"
"1982-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1704.55","","","","2"
"1982-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1648.79","","","","2"
"1982-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1537.58","","","","2"
"1982-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1548.17","","","","2"
"1982-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1497.45","","","","2"
"1982-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1355.72","","","","2"
"1982-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1346.35","","","","2"
"1982-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1392.51","","","","2"
"1982-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1602.01","","","","2"
"1982-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1578.16","","","","2"
"1982-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1790.72","","","","2"
"1982-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1845.32","","","","2"
"1983-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","1926.44","","","","2"
"1983-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2022.27","","","","2"
"1983-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2110.49","","","","2"
"1983-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2151.10","","","","2"
"1983-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2318.76","","","","2"
"1983-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2371.73","","","","2"
"1983-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2439.64","","","","2"
"1983-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2387.16","","","","2"
"1983-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2499.58","","","","2"
"1983-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2358.33","","","","2"
"1983-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2374.75","","","","2"
"1983-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2500.70","","","","2"
"1984-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2468.88","","","","2"
"1984-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2362.39","","","","2"
"1984-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2357.02","","","","2"
"1984-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2310.45","","","","2"
"1984-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2184.82","","","","2"
"1984-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2208.36","","","","2"
"1984-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2077.36","","","","2"
"1984-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2381.78","","","","2"
"1984-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2332.86","","","","2"
"1984-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2347.73","","","","2"
"1984-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2350.51","","","","2"
"1984-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2333.62","","","","2"
"1985-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2347.49","","","","2"
"1985-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2578.68","","","","2"
"1985-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2577.50","","","","2"
"1985-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2592.80","","","","2"
"1985-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2599.58","","","","2"
"1985-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2687.50","","","","2"
"1985-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2711.73","","","","2"
"1985-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2749.58","","","","2"
"1985-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2610.39","","","","2"
"1985-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2606.54","","","","2"
"1985-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2848.57","","","","2"
"1985-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2832.08","","","","2"
"1986-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2758.80","","","","2"
"1986-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2754.06","","","","2"
"1986-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2854.77","","","","2"
"1986-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3014.42","","","","2"
"1986-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3021.19","","","","2"
"1986-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3048.71","","","","2"
"1986-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2929.03","","","","2"
"1986-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3027.93","","","","2"
"1986-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2956.61","","","","2"
"1986-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3028.08","","","","2"
"1986-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2995.83","","","","2"
"1986-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3026.18","","","","2"
"1987-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3333.06","","","","2"
"1987-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3350.49","","","","2"
"1987-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3505.24","","","","2"
"1987-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3656.80","","","","2"
"1987-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3656.03","","","","2"
"1987-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3658.97","","","","2"
"1987-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3743.47","","","","2"
"1987-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3974.47","","","","2"
"1987-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3864.14","","","","2"
"1987-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2783.25","","","","2"
"1987-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2833.64","","","","2"
"1987-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2898.45","","","","2"
"1988-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3035.08","","","","2"
"1988-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","2976.32","","","","2"
"1988-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3204.41","","","","2"
"1988-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3306.91","","","","2"
"1988-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3148.52","","","","2"
"1988-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3262.90","","","","2"
"1988-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3333.52","","","","2"
"1988-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3239.55","","","","2"
"1988-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3239.64","","","","2"
"1988-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3268.67","","","","2"
"1988-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3197.97","","","","2"
"1988-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3372.94","","","","2"
"1989-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3348.47","","","","2"
"1989-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3557.02","","","","2"
"1989-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3541.35","","","","2"
"1989-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, low","Index, 2000=1000","176","units","0","v122619","1.2","3545.03","","","","2"
