"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1993","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","88.9","","","","1"
"1994","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","89.7","","","","1"
"1995","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","89.6","","","","1"
"1996","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","90.1","","","","1"
"1997","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","91.7","","","","1"
"1998","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","93.6","","","","1"
"1999","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","95.4","","","","1"
"2000","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","97.0","","","","1"
"2001","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","98.9","","","","1"
"2002","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","100.0","","","","1"
"2003","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","101.4","","","","1"
"2004","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","102.8","","","","1"
"2005","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","104.6","","","","1"
"2006","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","105.9","","","","1"
"2007","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","107.3","","","","1"
"2008","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","108.8","","","","1"
"2009","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","112.1","","","","1"
"2010","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","115.1","","","","1"
"2011","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","117.1","","","","1"
"2012","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","118.7","","","","1"
"2013","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","118.3","","","","1"
"2014","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","119.0","","","","1"
"2015","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","120.5","","","","1"
"2016","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","122.2","","","","1"
"2017","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","124.3","","","","1"
"2018","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","125.9","","","","1"
"2019","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","127.4","","","","1"
"2020","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","129.2","","","","1"
"2021","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","132.6","","","","1"
"2022","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","138.0","","","","1"
"2023","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41693451","2.201","145.8","","","","1"
"1950","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","12.4","","","","1"
"1951","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","13.4","","","","1"
"1952","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","14.1","","","","1"
"1953","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","14.3","","","","1"
"1954","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","14.6","","","","1"
"1955","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","15.0","","","","1"
"1956","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","15.3","","","","1"
"1957","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","15.9","","","","1"
"1958","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","16.9","","","","1"
"1959","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","17.3","","","","1"
"1960","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","17.7","","","","1"
"1961","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","17.8","","","","1"
"1962","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","18.0","","","","1"
"1963","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","18.3","","","","1"
"1964","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","18.6","","","","1"
"1965","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","18.8","","","","1"
"1966","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","19.4","","","","1"
"1967","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","20.3","","","","1"
"1968","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","21.3","","","","1"
"1969","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","22.6","","","","1"
"1970","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","23.4","","","","1"
"1971","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","24.2","","","","1"
"1972","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","24.9","","","","1"
"1973","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","25.9","","","","1"
"1974","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","28.2","","","","1"
"1975","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","31.1","","","","1"
"1976","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","33.0","","","","1"
"1977","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","34.5","","","","1"
"1978","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","35.9","","","","1"
"1979","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","38.3","","","","1"
"1980","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","42.0","","","","1"
"1981","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","46.2","","","","1"
"1982","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","50.2","","","","1"
"1983","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","53.5","","","","1"
"1984","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","55.3","","","","1"
"1985","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","57.7","","","","1"
"1986","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","60.7","","","","1"
"1987","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","63.7","","","","1"
"1988","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","67.3","","","","1"
"1989","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","70.3","","","","1"
"1990","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","73.2","","","","1"
"1991","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","78.3","","","","1"
"1992","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","79.2","","","","1"
"1993","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","81.1","","","","1"
"1994","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","83.5","","","","1"
"1995","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","86.7","","","","1"
"1996","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","88.7","","","","1"
"1997","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","91.0","","","","1"
"1998","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","93.0","","","","1"
"1999","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","94.7","","","","1"
"2000","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","97.0","","","","1"
"2001","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","98.4","","","","1"
"2002","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","100.0","","","","1"
"2003","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","100.8","","","","1"
"2004","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","101.1","","","","1"
"2005","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","100.8","","","","1"
"2006","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","100.6","","","","1"
"2007","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","101.8","","","","1"
"2008","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","102.2","","","","1"
"2009","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","103.1","","","","1"
"2010","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","104.0","","","","1"
"2011","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","105.3","","","","1"
"2012","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","105.9","","","","1"
"2013","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","106.2","","","","1"
"2014","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","107.4","","","","1"
"2015","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","109.4","","","","1"
"2016","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","111.3","","","","1"
"2017","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","114.0","","","","1"
"2018","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","115.3","","","","1"
"2019","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","116.8","","","","1"
"2020","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","115.7","","","","1"
"2021","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","117.9","","","","1"
"2022","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","123.5","","","","1"
"2023","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41693468","2.219","126.4","","","","1"
"1950","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.1","","","","1"
"1951","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.9","","","","1"
"1952","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.1","","","","1"
"1953","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.6","","","","1"
"1954","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.5","","","","1"
"1955","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.5","","","","1"
"1956","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.5","","","","1"
"1957","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.7","","","","1"
"1958","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","9.8","","","","1"
"1959","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.2","","","","1"
"1960","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.3","","","","1"
"1961","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.3","","","","1"
"1962","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.5","","","","1"
"1963","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.5","","","","1"
"1964","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.7","","","","1"
"1965","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","10.8","","","","1"
"1966","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","11.1","","","","1"
"1967","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","11.4","","","","1"
"1968","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","12.4","","","","1"
"1969","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","12.9","","","","1"
"1970","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","13.1","","","","1"
"1971","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","13.3","","","","1"
"1972","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","13.7","","","","1"
"1973","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","14.1","","","","1"
"1974","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","14.9","","","","1"
"1975","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","16.6","","","","1"
"1976","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","17.8","","","","1"
"1977","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","19.1","","","","1"
"1978","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","20.7","","","","1"
"1979","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","22.1","","","","1"
"1980","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","24.6","","","","1"
"1981","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","27.8","","","","1"
"1982","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","32.1","","","","1"
"1983","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","36.1","","","","1"
"1984","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","39.1","","","","1"
"1985","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","42.8","","","","1"
"1986","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","47.9","","","","1"
"1987","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","51.1","","","","1"
"1988","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","54.9","","","","1"
"1989","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","59.9","","","","1"
"1990","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","65.2","","","","1"
"1991","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","76.4","","","","1"
"1992","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","81.0","","","","1"
"1993","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","82.2","","","","1"
"1994","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","68.8","","","","1"
"1995","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","68.7","","","","1"
"1996","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","70.1","","","","1"
"1997","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","72.3","","","","1"
"1998","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","74.9","","","","1"
"1999","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","76.5","","","","1"
"2000","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","79.0","","","","1"
"2001","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","85.0","","","","1"
"2002","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","100.0","","","","1"
"2003","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","110.1","","","","1"
"2004","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","116.0","","","","1"
"2005","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","119.1","","","","1"
"2006","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","121.7","","","","1"
"2007","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","125.5","","","","1"
"2008","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","127.5","","","","1"
"2009","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","130.7","","","","1"
"2010","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","133.1","","","","1"
"2011","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","135.6","","","","1"
"2012","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","137.6","","","","1"
"2013","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","140.4","","","","1"
"2014","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","146.6","","","","1"
"2015","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","152.0","","","","1"
"2016","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","156.8","","","","1"
"2017","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","161.1","","","","1"
"2018","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","167.9","","","","1"
"2019","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","171.1","","","","1"
"2020","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","171.9","","","","1"
"2021","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","175.0","","","","1"
"2022","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","181.3","","","","1"
"2023","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693504","2.256","190.5","","","","1"
"1961","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","17.3","","","","1"
"1962","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","17.5","","","","1"
"1963","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","17.8","","","","1"
"1964","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","18.1","","","","1"
"1965","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","18.6","","","","1"
"1966","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","19.1","","","","1"
"1967","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","20.0","","","","1"
"1968","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","20.9","","","","1"
"1969","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","21.9","","","","1"
"1970","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","22.7","","","","1"
"1971","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","23.4","","","","1"
"1972","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","24.3","","","","1"
"1973","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","25.4","","","","1"
"1974","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","27.6","","","","1"
"1975","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","30.2","","","","1"
"1976","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","32.9","","","","1"
"1977","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","35.3","","","","1"
"1978","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","37.4","","","","1"
"1979","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","40.3","","","","1"
"1980","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","44.1","","","","1"
"1981","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","48.8","","","","1"
"1982","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","54.1","","","","1"
"1983","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","57.4","","","","1"
"1984","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","59.6","","","","1"
"1985","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","62.0","","","","1"
"1986","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","65.3","","","","1"
"1987","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","68.3","","","","1"
"1988","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","71.5","","","","1"
"1989","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","75.5","","","","1"
"1990","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","78.8","","","","1"
"1991","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","83.4","","","","1"
"1992","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","85.1","","","","1"
"1993","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","86.8","","","","1"
"1994","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","86.9","","","","1"
"1995","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","88.8","","","","1"
"1996","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","90.1","","","","1"
"1997","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","91.5","","","","1"
"1998","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","92.7","","","","1"
"1999","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","94.0","","","","1"
"2000","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","95.5","","","","1"
"2001","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","97.3","","","","1"
"2002","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","100.0","","","","1"
"2003","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","102.5","","","","1"
"2004","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","103.9","","","","1"
"2005","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","105.3","","","","1"
"2006","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","106.9","","","","1"
"2007","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","109.0","","","","1"
"2008","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","110.3","","","","1"
"2009","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","111.5","","","","1"
"2010","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","112.9","","","","1"
"2011","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","114.7","","","","1"
"2012","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","116.2","","","","1"
"2013","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","117.2","","","","1"
"2014","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","119.0","","","","1"
"2015","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","121.2","","","","1"
