"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1950","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","12.5","","","","1"
"1951","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","13.8","","","","1"
"1952","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","14.2","","","","1"
"1953","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","14.0","","","","1"
"1954","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","14.1","","","","1"
"1955","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","14.1","","","","1"
"1956","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","14.3","","","","1"
"1957","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","14.8","","","","1"
"1958","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","15.2","","","","1"
"1959","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","15.3","","","","1"
"1960","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","15.5","","","","1"
"1961","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","15.7","","","","1"
"1962","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","15.9","","","","1"
"1963","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","16.1","","","","1"
"1964","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","16.4","","","","1"
"1965","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","16.8","","","","1"
"1966","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","17.5","","","","1"
"1967","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","18.1","","","","1"
"1968","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","18.8","","","","1"
"1969","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","19.7","","","","1"
"1970","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","20.3","","","","1"
"1971","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","20.9","","","","1"
"1972","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","21.9","","","","1"
"1973","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","23.6","","","","1"
"1974","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","26.2","","","","1"
"1975","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","29.0","","","","1"
"1976","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","31.1","","","","1"
"1977","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","33.6","","","","1"
"1978","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","36.6","","","","1"
"1979","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","40.0","","","","1"
"1980","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","44.0","","","","1"
"1981","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","49.5","","","","1"
"1982","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","54.9","","","","1"
"1983","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","58.1","","","","1"
"1984","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","60.6","","","","1"
"1985","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","63.0","","","","1"
"1986","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","65.6","","","","1"
"1987","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","68.5","","","","1"
"1988","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","71.2","","","","1"
"1989","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","74.8","","","","1"
"1990","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","78.4","","","","1"
"1991","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","82.8","","","","1"
"1992","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","84.0","","","","1"
"1993","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","85.6","","","","1"
"1994","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","85.7","","","","1"
"1995","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","87.6","","","","1"
"1996","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","88.9","","","","1"
"1997","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","90.4","","","","1"
"1998","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","91.3","","","","1"
"1999","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","92.9","","","","1"
"2000","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","95.4","","","","1"
"2001","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","97.8","","","","1"
"2002","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","100.0","","","","1"
"2003","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","102.8","","","","1"
"2004","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","104.7","","","","1"
"2005","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","107.0","","","","1"
"2006","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","109.1","","","","1"
"2007","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","111.5","","","","1"
"2008","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","114.1","","","","1"
"2009","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","114.4","","","","1"
"2010","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","116.5","","","","1"
"2011","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","119.9","","","","1"
"2012","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","121.7","","","","1"
"2013","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","122.8","","","","1"
"2014","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","125.2","","","","1"
"2015","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","126.6","","","","1"
"2016","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","128.4","","","","1"
"2017","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","130.4","","","","1"
"2018","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","133.4","","","","1"
"2019","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","136.0","","","","1"
"2020","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","137.0","","","","1"
"2021","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","141.6","","","","1"
"2022","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","151.2","","","","1"
"2023","Canada","2016A000011124","All-items","2002=100","17","units","0","v41693271","2.2","157.1","","","","1"
"1950","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","11.8","","","","1"
"1951","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","13.4","","","","1"
"1952","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","13.4","","","","1"
"1953","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","12.9","","","","1"
"1954","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","12.9","","","","1"
"1955","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","12.9","","","","1"
"1956","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","13.0","","","","1"
"1957","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","13.6","","","","1"
"1958","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","14.0","","","","1"
"1959","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","13.9","","","","1"
"1960","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","14.0","","","","1"
"1961","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","14.2","","","","1"
"1962","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","14.5","","","","1"
"1963","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","15.0","","","","1"
"1964","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","15.2","","","","1"
"1965","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","15.6","","","","1"
"1966","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","16.6","","","","1"
"1967","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","16.8","","","","1"
"1968","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","17.3","","","","1"
"1969","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","18.1","","","","1"
"1970","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","18.5","","","","1"
"1971","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","18.7","","","","1"
"1972","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","20.1","","","","1"
"1973","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","23.1","","","","1"
"1974","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","26.8","","","","1"
"1975","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","30.2","","","","1"
"1976","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","31.1","","","","1"
"1977","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","33.7","","","","1"
"1978","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","38.9","","","","1"
"1979","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","44.0","","","","1"
"1980","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","48.7","","","","1"
"1981","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","54.3","","","","1"
"1982","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","58.2","","","","1"
"1983","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","60.4","","","","1"
"1984","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","63.7","","","","1"
"1985","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","65.5","","","","1"
"1986","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","68.8","","","","1"
"1987","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","71.8","","","","1"
"1988","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","73.7","","","","1"
"1989","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","76.5","","","","1"
"1990","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","79.6","","","","1"
"1991","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","83.4","","","","1"
"1992","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","83.1","","","","1"
"1993","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","84.5","","","","1"
"1994","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","84.9","","","","1"
"1995","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","86.9","","","","1"
"1996","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","88.0","","","","1"
"1997","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","89.4","","","","1"
"1998","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","90.9","","","","1"
"1999","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","92.0","","","","1"
"2000","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","93.3","","","","1"
"2001","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","97.4","","","","1"
"2002","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","100.0","","","","1"
"2003","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","101.7","","","","1"
"2004","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","103.8","","","","1"
"2005","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","106.4","","","","1"
"2006","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","108.9","","","","1"
"2007","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","111.8","","","","1"
"2008","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","115.7","","","","1"
"2009","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","121.4","","","","1"
"2010","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","123.1","","","","1"
"2011","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","127.7","","","","1"
"2012","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","130.8","","","","1"
"2013","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","132.4","","","","1"
"2014","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","135.5","","","","1"
"2015","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","140.5","","","","1"
"2016","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","142.6","","","","1"
"2017","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","142.7","","","","1"
"2018","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","145.3","","","","1"
"2019","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","150.2","","","","1"
"2020","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","153.7","","","","1"
"2021","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","157.5","","","","1"
"2022","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","171.5","","","","1"
"2023","Canada","2016A000011124","Food","2002=100","17","units","0","v41693272","2.3","184.3","","","","1"
"1979","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","41.0","","","","1"
"1980","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","44.1","","","","1"
"1981","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","50.0","","","","1"
"1982","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","56.8","","","","1"
"1983","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","60.9","","","","1"
"1984","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","63.3","","","","1"
"1985","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","65.6","","","","1"
"1986","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","67.5","","","","1"
"1987","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","70.5","","","","1"
"1988","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","73.8","","","","1"
"1989","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","78.1","","","","1"
"1990","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","82.5","","","","1"
"1991","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","86.3","","","","1"
"1992","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","87.9","","","","1"
"1993","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","89.1","","","","1"
"1994","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","89.4","","","","1"
"1995","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","90.4","","","","1"
"1996","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","90.6","","","","1"
"1997","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","90.8","","","","1"
"1998","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","91.1","","","","1"
"1999","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","92.3","","","","1"
"2000","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","95.6","","","","1"
"2001","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","99.1","","","","1"
"2002","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","100.0","","","","1"
"2003","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","103.2","","","","1"
"2004","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","105.8","","","","1"
"2005","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","109.2","","","","1"
"2006","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","113.1","","","","1"
"2007","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","116.9","","","","1"
"2008","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","122.0","","","","1"
"2009","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","121.6","","","","1"
"2010","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","123.3","","","","1"
"2011","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","125.6","","","","1"
"2012","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","127.1","","","","1"
"2013","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","128.7","","","","1"
"2014","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","132.2","","","","1"
"2015","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","133.7","","","","1"
"2016","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","135.8","","","","1"
"2017","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","138.1","","","","1"
"2018","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","140.9","","","","1"
"2019","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","144.5","","","","1"
"2020","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","147.0","","","","1"
"2021","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","152.7","","","","1"
"2022","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","163.3","","","","1"
"2023","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41693348","2.79","172.5","","","","1"
"1979","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","48.6","","","","1"
"1980","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","53.0","","","","1"
"1981","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","58.6","","","","1"
"1982","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","64.8","","","","1"
"1983","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","68.3","","","","1"
"1984","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","70.5","","","","1"
"1985","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","72.3","","","","1"
"1986","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","74.5","","","","1"
"1987","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","76.7","","","","1"
"1988","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","79.6","","","","1"
"1989","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","82.5","","","","1"
"1990","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","84.2","","","","1"
"1991","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","87.4","","","","1"
"1992","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","87.9","","","","1"
"1993","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","88.7","","","","1"
"1994","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","88.9","","","","1"
"1995","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","90.6","","","","1"
"1996","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","92.5","","","","1"
"1997","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","93.7","","","","1"
"1998","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","95.1","","","","1"
"1999","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","95.8","","","","1"
"2000","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","96.7","","","","1"
"2001","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","98.6","","","","1"
"2002","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","100.0","","","","1"
"2003","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","100.7","","","","1"
"2004","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","101.2","","","","1"
"2005","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","101.7","","","","1"
"2006","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","102.2","","","","1"
"2007","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","103.2","","","","1"
"2008","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","104.6","","","","1"
"2009","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","107.3","","","","1"
"2010","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","108.8","","","","1"
"2011","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","110.9","","","","1"
"2012","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","113.0","","","","1"
"2013","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","114.4","","","","1"
"2014","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","116.6","","","","1"
"2015","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","119.7","","","","1"
"2016","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","121.7","","","","1"
"2017","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","121.9","","","","1"
"2018","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","123.2","","","","1"
"2019","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","123.6","","","","1"
"2020","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41693365","2.96","123.8","","","","1"
