No.,REF_DATE,GEO,DGUID,Assets and liabilities,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
4802,1989-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,237255,,,,0
4803,1989-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,237499,,,,0
4804,1989-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,242653,,,,0
4805,1989-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,244303,,,,0
4806,1989-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,248223,,,,0
4807,1989-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,250407,,,,0
4808,1989-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,252648,,,,0
4809,1989-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,254464,,,,0
4810,1989-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,256008,,,,0
4811,1989-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,257257,,,,0
4812,1989-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,263648,,,,0
4813,1989-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,267997,,,,0
4814,1990-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,269168,,,,0
4815,1990-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,269006,,,,0
4816,1990-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,269221,,,,0
4817,1990-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,272930,,,,0
4818,1990-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,276127,,,,0
4819,1990-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,276580,,,,0
4820,1990-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,277261,,,,0
4821,1990-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,279087,,,,0
4822,1990-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,280883,,,,0
4823,1990-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,281998,,,,0
4824,1990-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,285565,,,,0
4825,1990-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,290278,,,,0
4826,1991-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,291559,,,,0
4827,1991-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,292258,,,,0
4828,1991-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,294142,,,,0
4829,1991-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,294084,,,,0
4830,1991-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,298151,,,,0
4831,1991-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,296107,,,,0
4832,1991-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,297117,,,,0
4833,1991-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,295197,,,,0
4834,1991-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,297077,,,,0
4835,1991-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,301774,,,,0
4836,1991-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,304018,,,,0
4837,1991-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,308204,,,,0
4838,1992-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,309310,,,,0
4839,1992-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,310319,,,,0
4840,1992-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,312234,,,,0
4841,1992-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,313189,,,,0
4842,1992-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,315114,,,,0
4843,1992-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,317003,,,,0
4844,1992-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,321554,,,,0
4845,1992-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,322843,,,,0
4846,1992-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,324235,,,,0
4847,1992-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,327118,,,,0
4848,1992-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,334241,,,,0
4849,1992-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,334356,,,,0
4850,1993-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,346586,,,,0
4851,1993-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,347525,,,,0
4852,1993-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,349173,,,,0
4853,1993-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,349069,,,,0
4854,1993-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,348684,,,,0
4855,1993-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,350584,,,,0
4856,1993-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,355659,,,,0
4857,1993-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,357288,,,,0
4858,1993-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,370523,,,,0
4859,1993-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,373901,,,,0
4860,1993-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,371342,,,,0
4861,1993-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,376457,,,,0
4862,1994-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,373741,,,,0
4863,1994-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,373006,,,,0
4864,1994-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,372989,,,,0
4865,1994-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,381222,,,,0
4866,1994-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,384076,,,,0
4867,1994-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,387686,,,,0
4868,1994-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,391153,,,,0
4869,1994-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,393393,,,,0
4870,1994-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,393338,,,,0
4871,1994-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,396506,,,,0
4872,1994-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,400340,,,,0
4873,1994-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,403320,,,,0
4874,1995-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,400517,,,,0
4875,1995-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,398620,,,,0
4876,1995-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,402462,,,,0
4877,1995-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,402335,,,,0
4878,1995-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,404800,,,,0
4879,1995-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,407948,,,,0
4880,1995-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,411643,,,,0
4881,1995-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,415934,,,,0
4882,1995-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,421261,,,,0
4883,1995-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,424852,,,,0
4884,1995-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,429236,,,,0
4885,1995-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,432016,,,,0
4886,1996-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,428709,,,,0
4887,1996-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,431062,,,,0
4888,1996-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,432985,,,,0
4889,1996-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,432052,,,,0
4890,1996-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,434050,,,,0
4891,1996-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,435780,,,,0
4892,1996-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,436594,,,,0
4893,1996-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,436952,,,,0
4894,1996-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,439552,,,,0
4895,1996-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,442752,,,,0
4896,1996-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,447810,,,,0
4897,1996-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,449227,,,,0
4898,1997-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,446061,,,,0
4899,1997-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,449003,,,,0
4900,1997-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,456289,,,,0
4901,1997-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,454420,,,,0
4902,1997-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,454801,,,,0
4903,1997-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,454929,,,,0
4904,1997-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,454006,,,,0
4905,1997-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,464171,,,,0
4906,1997-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,474455,,,,0
4907,1997-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,476774,,,,0
4908,1997-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,483402,,,,0
4909,1997-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,489430,,,,0
4910,1998-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,486130,,,,0
4911,1998-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,480506,,,,0
4912,1998-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,486064,,,,0
4913,1998-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,479809,,,,0
4914,1998-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,483174,,,,0
4915,1998-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,485018,,,,0
4916,1998-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,483391,,,,0
4917,1998-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,485936,,,,0
4918,1998-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,487027,,,,0
4919,1998-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,485626,,,,0
4920,1998-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,483055,,,,0
4921,1998-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,489807,,,,0
4922,1999-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,481737,,,,0
4923,1999-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,482519,,,,0
4924,1999-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,488238,,,,0
4925,1999-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,490457,,,,0
4926,1999-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,492492,,,,0
4927,1999-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,494438,,,,0
4928,1999-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,496421,,,,0
4929,1999-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,498311,,,,0
4930,1999-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,497703,,,,0
4931,1999-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,507500,,,,0
4932,1999-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,515128,,,,0
4933,1999-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,520922,,,,0
4934,2000-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,518173,,,,0
4935,2000-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,562321,,,,0
4936,2000-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,572469,,,,0
4937,2000-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,577373,,,,0
4938,2000-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,578394,,,,0
4939,2000-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,578340,,,,0
4940,2000-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,582540,,,,0
4941,2000-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,590846,,,,0
4942,2000-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,591556,,,,0
4943,2000-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,596458,,,,0
4944,2000-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,603195,,,,0
4945,2000-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,601122,,,,0
4946,2001-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,598737,,,,0
4947,2001-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,603179,,,,0
4948,2001-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,604908,,,,0
4949,2001-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,608838,,,,0
4950,2001-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,617018,,,,0
4951,2001-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,609654,,,,0
4952,2001-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,609122,,,,0
4953,2001-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,608110,,,,0
4954,2001-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,616384,,,,0
4955,2001-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,616397,,,,0
4956,2001-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,624156,,,,0
4957,2001-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,630067,,,,0
4958,2002-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,627466,,,,0
4959,2002-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,630793,,,,0
4960,2002-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,637176,,,,0
4961,2002-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,635134,,,,0
4962,2002-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,639972,,,,0
4963,2002-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,642875,,,,0
4964,2002-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,645654,,,,0
4965,2002-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,647964,,,,0
4966,2002-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,651741,,,,0
4967,2002-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,651371,,,,0
4968,2002-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,657771,,,,0
4969,2002-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,664482,,,,0
4970,2003-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,656381,,,,0
4971,2003-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,651521,,,,0
4972,2003-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,658903,,,,0
4973,2003-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,667597,,,,0
4974,2003-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,678600,,,,0
4975,2003-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,691133,,,,0
4976,2003-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,695194,,,,0
4977,2003-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,690317,,,,0
4978,2003-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,693839,,,,0
4979,2003-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,695611,,,,0
4980,2003-11-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,704627,,,,0
4981,2003-12-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,713800,,,,0
4982,2004-01-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,715318,,,,0
4983,2004-02-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,720481,,,,0
4984,2004-03-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,728177,,,,0
4985,2004-04-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,734417,,,,0
4986,2004-05-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,742641,,,,0
4987,2004-06-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,744850,,,,0
4988,2004-07-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,749235,,,,0
4989,2004-08-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,753476,,,,0
4990,2004-09-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,758871,,,,0
4991,2004-10-01,Canada,2016A000011124,"Chartered bank deposits, total Canadian dollar (gross)",Dollars,81,millions,6,v36808,1.46,766319,,,,0
